stars,dashes,or_sign,and_sign,sub_line,comment_sign,at_sign,badwords_count,class_flag
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,10,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,8,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,1,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,4,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,6,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,2,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,6,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,6,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,28,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,25,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,28,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,28,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,25,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,25,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,79,0,0,0,0,29,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
0,0,0,0,0,0,0,0,good
